Symbol chromosome start end
ITPRIP 10 104309696 104338493
ARHGAP28 18 6729718 6915716
HGH1 8 144137769 144140843
DCUN1D4 4 51843000 51916837
ATG2A 11 64894532 64917250
TTC5 14 20289131 20305994
CPLX3 15 74826610 74831795
AK8 9 132725574 132878811
DIRAS2 9 90609832 90643105
EMC8 16 85778624 85799555
TULP2 19 48880822 48900184
COA6 1 234373437 234384049
STK11IP 2 219597871 219616451
CEP89 19 32878998 32972029
MS4A7 11 60378485 60395954
STXBP6 14 24809654 25050297
UBXN8 8 30729107 30767006
EVX1 7 27242545 27247819
PLEKHH2 2 43637300 43767987
ZCRB1 12 42312086 42326130
ZNF212 7 149239648 149255609
TMPRSS5 11 113687546 113714727
OTUD6B 8 91070196 91087095
TSSC1 2 3188970 3377882
DOPEY1 6 83067660 83168471
BPY2 Y 22984263 23005465
GALNT8 12 4720586 4772726
SLX4IP 20 10434547 10638546
SYTL3 6 158644899 158764876
ZNF397 18 35240718 35258433
PCNP 3 101573534 101594437
ATAD1 10 87751851 87841349
SVOP 12 108908129 109021240
MAGOHB 12 10603765 10613609
MRPL27 17 50367867 50373201
CEPT1 1 111139627 111185102
CCDC47 17 63745250 63773728
FIBCD1 9 130902438 130939068
TJAP1 6 43477523 43506556
USP32 17 60177231 60422470
MS4A12 11 60492742 60507430
FKBP7 2 178463664 178480393
PXMP2 12 132687606 132704991
KRT76 12 52768155 52777345
MAGEA2B X 152714502 152718607
FAM174B 15 92617448 92812338
PPIL6 6 109390215 109441171
SLC36A4 11 93144171 93197975
CAPZA3 12 18738111 18739188
ZNF85 19 20923221 20950697
RC3H2 9 122849453 122905283
RRH 4 109827994 109844707
TSSK3 1 32362261 32364325
FASTKD5 20 3146519 3159886
C2orf68 2 85605253 85612056
LHX5 12 113462889 113472072
MTRNR2L1 17 22523111 22524665
S100A7A 1 153416524 153423225
TMEM192 4 165076078 165112913
ARMCX2 X 101655281 101659891
FUNDC1 X 44523639 44542975
DCUN1D3 16 20858074 20900239
WDFY2 13 51584194 51766799
COMMD4 15 75335996 75341927
TTLL1 22 43039516 43089428
PNLIPRP1 10 116590415 116609175
GRAMD2 15 72159806 72197795
C2orf50 2 11133053 11154564
TTC9 14 70641787 70675360
USP17L1 8 7332387 7333979
BPIFB3 20 33055331 33073637
FOXR1 11 118971543 118981285
TMEM175 4 932387 958656
ZNF71 19 56595296 56624481
GSTT2B 22 23957414 23961234
IRX3 16 54283300 54286856
LYPD6 2 149329985 149474148
ASMTL X 1403139 1453795
ASMTL Y 1403139 1453795
ATG101 12 52069974 52077495
SMG9 19 43727992 43754990
RAB3IL1 11 61897240 61946311
NUDCD2 5 163453488 163460137
KLF16 19 1852399 1863565
KDM7A 7 140084746 140176956
SMTNL1 11 57537552 57550274
RNF17 13 24747672 24889262
PGLS 19 17511623 17521288
ZBTB5 9 37438102 37465410
SLC39A12 10 17951839 18043292
TAS2R42 12 11185993 11186937
TMEM33 4 41935120 41960807
SDK2 17 73334384 73644484
MRPS17 7 55951918 55955341
RNF149 2 101271219 101308716
ALG14 1 94981565 95072964
BORCS7 10 102854210 102864961
CHURC1 14 64914361 64935368
PHYKPL 5 178208474 178232822
TOX2 20 43914852 44069616
TAS2R8 12 10806051 10806980
PRRG4 11 32829774 32858123
MRPL32 7 42932205 42937857
BZW2 7 16646134 16706523
PGS1 17 78378618 78424659
SLC16A5 17 75087727 75106162
PPP1R3D 20 59936832 59940297
ZWILCH 15 66505083 66549485
MAB21L2 4 150581925 150584693
CHURC1-FNTB 14 64914361 65062655
TCTE1 6 44280160 44297721
SLC2A7 1 8960853 9026384
SYT17 16 19167976 19268334
KLHL10 17 41837490 41848347
KIF12 9 114091623 114100084
NICN1 3 49422333 49429324
SRBD1 2 45388680 45611295
SYNGR3 16 1989945 1994275
ARHGAP44 17 12789512 12991643
EARS2 16 23522013 23557375
ADGRF1 6 46997703 47042363
PAXBP1 21 32733899 32771858
HACD2 3 123494516 123585077
CMPK2 2 6840417 6866635
YRDC 1 37802942 37808193
ATP13A3 3 194402674 194486654
CAPN15 16 527756 554636
NDUFB1 14 92116123 92121809
POTED 21 13610061 13641585
B4GALNT4 11 369779 382117
SIKE1 1 114769479 114780687
RSBN1 1 113761832 113812476
TMCC1 3 129647792 129893597
SLITRK4 X 143622790 143636107
ICE2 15 60419609 60479160
TDRD1 10 114174442 114232669
BEGAIN 14 100537147 100587404
SLITRK3 3 165186720 165196681
RGS21 1 192316992 192367285
MAP3K15 X 19360058 19515261
KIF24 9 34252380 34359914
DCLK3 3 36712422 36764204
POMGNT2 3 43079229 43106083
CARS2 13 110641410 110713601
TAS2R7 12 10801532 10802627
FAM189B 1 155247205 155255483
MPPED1 22 43412014 43507808
SLC22A18AS 11 2887344 2903945
MT1M 16 56632622 56633986
SH3BGR 21 39445856 39515506
XXYLT1 3 195068276 195271166
SPTY2D1 11 18606401 18634786
HCFC2 12 104064458 104106525
OTP 5 77628712 77638697
MINOS1 1 19596977 19629821
ZSWIM6 5 61332273 61546172
ST6GALNAC6 9 127885321 127906731
SCOC 4 140257286 140382556
SCPEP1 17 56978107 57006768
FBXL20 17 39252644 39402661
C17orf49 17 7014737 7017524
LIPN 10 88757226 88778891
KCNH8 3 19147093 19535643
CLDND1 3 98515473 98523066
TMPRSS9 19 2385235 2426261
HAPLN2 1 156618801 156625725
METTL13 1 171781621 171797716
AK9 6 109492855 109691212
IQCH 15 67254774 67506612
RNPEPL1 2 240568541 240578732
TBC1D22B 6 37257704 37332970
GBP3 1 89006677 89022880
KIAA1456 8 12945674 13029777
INTS2 17 61865367 61928030
THAP5 7 108562144 108569768
RBP5 12 7119074 7130236
MRPL1 4 77861955 77952790
ATP1B4 X 120362085 120383249
VRK3 19 49976467 50026017
IMPAD1 8 56957929 56993871
ZNRF2 7 30284307 30367692
RPL10L 14 46651013 46651825
PNISR 6 99398655 99425342
CLEC17A 19 14582914 14611144
TSPOAP1 17 58301227 58328795
MS4A4A 11 60280541 60308972
OBP2B 9 133205279 133253397
FBXO46 19 45710629 45730893
DCHS2 4 154234375 154491778
GRAMD1B 11 123358784 123627771
ZFP28 19 56537716 56556810
LGALS12 11 63506052 63516774
TMTC1 12 29500813 29784759
TMEM159 16 21158377 21180616
GPR78 4 8580237 8590023
ANP32D 12 48472665 48473060
DYDC1 10 80336102 80356787
ATP6V1E2 2 46489355 46542412
SLC35F6 2 26764274 26781231
NKG7 19 51371615 51372728
KRT73 12 52602883 52620116
RDM1 17 35918080 35930811
MIS18BP1 14 45203190 45253402
FJX1 11 35618187 35620873
KIAA0922 4 153466346 153637608
VPS37D 7 73667844 73672110
MRPS14 1 175012958 175023455
OR2W3 1 247895587 247896531
FBXO43 8 100133360 100150569
ZNF25 10 37949572 37976980
CARMIL3 14 24051997 24069728
MYCBPAP 17 50508384 50531502
LENEP 1 154993586 154994315
SLC16A6 17 68267026 68291264
SLC25A42 19 19063966 19113030
PSMA8 18 26133836 26193355
FNDC4 2 27491883 27495296
CPAMD8 19 16892951 17026818
NEURL2 20 45888472 45891287
MRPL55 1 228106679 228110953
NAALADL1 11 65044818 65059021
RAB12 18 8609445 8639383
DCTN5 16 23641366 23673747
TEKT1 17 6797993 6831741
METTL17 14 20989806 20997035
NAA16 13 41311205 41377030
ASIC5 4 155829729 155866273
TMEM189-UBE2V1 20 50081124 50153798
HSFY1 Y 18546685 18588963
GLDN 15 51341516 51408013
MYO19 17 36495755 36535457
CNTNAP3 9 39070195 39288303
RBM42 19 35629078 35637685
COMMD8 4 47450793 47463665
GALNT9 12 132196372 132206028
GALNT9 12 132238677 132329319
SH3YL1 2 218136 264866
ZNF12 7 6688433 6706969
FOXS1 20 31844300 31845617
FRMPD1 9 37602978 37746904
MRPL21 11 68891272 68903835
MEI1 22 41699501 41799456
FRMD5 15 43870761 44195577
CARD6 5 40841308 40855354
COLGALT2 1 183929662 184051611
SH2D3A 19 6752160 6767512
EMB 5 50396192 50443307
PUS7 7 105456511 105522242
PDZRN4 12 41187850 41574745
C20orf194 20 3249302 3407662
PLEKHG1 6 150599863 150843665
MSTO1 1 155610170 155614967
HAPLN3 15 88877288 88895626
HIST2H2BF 1 149755104 149813123
SELT 3 150603279 150630447
SHISA5 3 48467798 48504826
C1QL1 17 44959693 44968276
DNAH17 17 78423697 78577432
UBOX5 20 3107573 3159910
FSD1L 9 105442242 105552433
FAM32A 19 16185184 16192046
GPR6 6 109978256 109980720
DAGLB 7 6409116 6448012
TSKU 11 76782313 76798154
CDV3 3 133573590 133590274
STX10 19 13144058 13151334
C9orf142 9 136992418 136993976
CDHR3 7 105877200 106036431
SFXN2 10 102714508 102739189
OTOR 20 16748353 16752164
ZNF444 19 56140951 56160893
PPFIA3 19 49119389 49151030
SPSB3 16 1776712 1782605
SPANXD X 141697401 141698739
PYHIN1 1 158931547 158988872
RTP3 3 46497995 46500949
PRPS1L1 7 18026774 18027863
PLPPR5 1 98890245 99005809
LHFPL3 7 104328656 104908558
FBXO41 2 73254682 73284453
RNF220 1 44404783 44651724
DHRS7B 17 21126275 21191972
CLEC3A 16 78022546 78032106
RFPL3 22 32354885 32361161
CFAP53 18 50227193 50266495
FAM120B 6 170290703 170407071
CENPP 9 92325457 92615164
METAP1D 2 171999897 172082430
VASN 16 4371848 4383528
NUDT10 X 51332231 51337525
SDHAF1 19 35995188 35996318
FAM98A 2 33583661 33599362
SCAF1 19 49640503 49658649
ARHGEF19 1 16197856 16212671
NSUN5 7 73302516 73308867
ARSF X 3040234 3112729
CHSY3 5 129903408 130186678
FOXN4 12 109277978 109310490
HSF2BP 21 43529186 43659499
ZBTB25 14 64449106 64505213
TEX28 X 154271265 154295351
CEACAM16 19 44697504 44710714
FAM136A 2 70295976 70302088
QRFPR 4 121327211 121381059
PIGZ 3 196946343 196968871
SPINK4 9 33240198 33248567
P3H3 12 6828373 6839854
SMR3B 4 70383078 70390244
TMEM255B 13 113759210 113813797
MCTP1 5 94703690 95284575
PALM2-AKAP2 9 109780297 110172512
ZNF141 4 337807 373959
POGK 1 166839449 166854472
IRAK1BP1 6 78867085 78936160
PYGO1 15 55538884 55588852
PIGW 17 36535002 36539368
ANKRD23 2 96837914 96844021
OIT3 10 72893556 72933036
ZDHHC16 10 97446131 97457370
SCNM1 1 151166022 151170297
PRM3 16 11273199 11273595
NXF3 X 103075821 103093094
TUBA3D 2 131476007 131482934
SPIN2A X 57135650 57137644
TNFAIP8L3 15 51056596 51105276
DHRSX X 2219506 2500974
DHRSX Y 2219506 2500974
UFSP1 7 100888723 100889718
IKBIP 12 98613404 98645051
SLC25A21 14 36677318 37172660
PRSS27 16 2712418 2720578
PTTG2 4 37960435 37961010
EID3 12 104303732 104305205
RRP36 6 43021636 43029599
RHPN1 8 143368842 143384220
ALLC 2 3658184 3702671
ZNF8 19 58278952 58295888
C1QTNF9 13 24307166 24322531
NABP1 2 191678072 191688522
EGFLAM 5 38258409 38465480
KRT82 12 52393951 52406392
FAM163A 1 179727763 179816198
COX14 12 50109635 50120457
CABP5 19 48029383 48044054
ZNF580 19 55634903 55643470
ABLIM2 4 7965310 8158832
SLC25A40 7 87833568 87876377
JRKL 11 96389994 96393563
SLC46A3 13 28700080 28719013
ATP23 12 57941541 57957269
INTS10 8 19817149 19852078
FAM64A 17 6444205 6451065
CSAD 12 53157663 53180909
MEA1 6 42980344 43017087
MSMP 9 35752990 35754277
FBXL16 16 692500 705825
TMEM54 1 32894595 32901435
GFRA4 20 3659292 3663399
RGS22 8 99960936 100106116
ATXN7L3B 12 74537771 74541452
NPBWR2 20 64105830 64106831
C8orf44-SGK3 8 66667552 66862022
GOLGA6A 15 74067654 74082747
MARS2 2 197705304 197708390
NXF5 X 101832112 101857577
SASH3 X 129779916 129795201
NME6 3 48292317 48302246
RIMBP2 12 130396133 130716351
CFAP20 16 58113592 58129392
TIMM10B 11 6481447 6484681
ZNF205 16 3112562 3120527
ADAMTS19 5 129460399 129738763
TTLL6 17 48762231 48817107
MID1IP1 X 38801432 38806532
DMRT3 9 976968 991736
MREG 2 215942590 216013623
FAM53C 5 138337535 138349729
VWA8 13 41566825 41961103
LRRC47 1 3780220 3796504
CT83 X 116461686 116463033
ZNF160 19 53064882 53103471
TMEM150A 2 85598547 85602699
ZNF496 1 247297413 247333376
TAS2R9 12 10809094 10810168
TRIM59 3 160435503 160449838
ZNF367 9 96385941 96418720
FREM3 4 143577407 143700675
ANO4 12 100717463 101128641
KLHL22 22 20441519 20495883
NECAB2 16 83965185 84002776
TMEM138 11 61362001 61376502
CCDC28A 6 138773520 138808327
MUC3B 7  
FAM83G 17 18971068 19004747
PRPF39 14 45084099 45115601
COMMD3 10 22316383 22320317
TM9SF1 14 24189143 24195736
N4BP2L2 13 32432488 32538885
B9D1 17 19335263 19378182
PTCHD1 X 23334354 23396801
JOSD2 19 50505997 50511355
COX19 7 964850 975599
SFXN3 10 101031229 101041241
MRPL57 13 21176233 21179084
HEATR3 16 50065970 50105481
TM7SF3 12 26971570 27014427
PNMA3 X 153056409 153060467
NOP9 14 24299854 24309126
TMEM129 4 1715952 1721357
CEACAM19 19 44666592 44684359
POLE4 2 74958648 74969732
ZNF101 19 19668153 19683506
SYCE1 10 133553900 133568291
SLITRK2 X 145817829 145825842
AIF1L 9 131096476 131123152
FAM19A4 3 68731764 68932610
PAQR6 1 156243321 156248488
TMEM5 12 63779803 63809558
USP17L8 8 7971661 7973253
ARSK 5 95555111 95605102
INTS12 4 105682627 105708729
SERGEF 11 17788048 18013162
CTXN3 5 127649021 127658630
ANKRD44 2 196962617 197310797
NOMO2 16 18499924 18562112
NLRP11 19 55785397 55836762
SRRD 22 26483884 26491938
PRSS55 8 10525477 10554166
ISX 22 35066136 35087387
SLC50A1 1 155135344 155138858
ALDH3B2 11 67662155 67681214
GPR107 9 130053706 130140169
OR2Z1 19 8730954 8732009
UCMA 10 13221766 13234328
TRIM46 1 155173787 155184971
PCIF1 20 45934674 45948023
NMRK2 19 3933103 3942416
CEP19 3 196706273 196712294
KLHL15 X 23983716 24027186
GALNT15 3 16174579 16246333
FAM49B 8 129839593 130016697
RFPL4A 19 55757430 55763419
OR2AG1 11 6785017 6786014
DNAJC21 5 34929593 34958964
ADCK4 19 40691529 40716960
CXorf36 X 45148373 45200901
TMEM243 7 87196160 87220573
SAMD4B 19 39342459 39390760
TDRKH 1 151770264 151790534
CT45A1 X 135708398 135723318
COMMD2 3 149738470 149752510
SPANXA2 X 141589708 141590772
ZPLD1 3 102357481 102479841
MS4A5 11 60429589 60447792
PCDHB16 5 141181690 141186221
AGPAT4 6 161130020 161274075
BIN2 12 51281038 51324680
NKIRAS2 17 42017561 42025641
ANO9 11 417930 442011
DHX40 17 59565525 59608352
THAP4 2 241584405 241637525
CEND1 11 787110 790126
FBXO16 8 28428408 28490318
PLEKHM2 1 15684267 15734769
TMEM11 17 21197950 21214595
NSMCE1 16 27224994 27268809
NUDT16L1 16 4693558 4695859
TMEM2 9 71683366 71769466
CDK2AP2 11 67506490 67508728
SLX1A 16 30193843 30197566
ZNF200 16 3222325 3236221
PHF13 1 6613696 6624033
GLMP 1 156292687 156295689
ARHGEF10L 1 17520197 17697875
PAQR5 15 69298902 69407637
PRSS57 19 685546 695531
PCDHA6 5 140827922 141012344
MITD1 2 99161427 99181061
SGSM2 17 2337512 2381074
MAP3K7CL 21 29077471 29175889
ZDHHC14 6 157381525 157678114
CCDC174 3 14651746 14672659
C11orf54 11 93741594 93763102
PLGRKT 9 5357966 5438456
ZNF296 19 45071500 45076430
TYW1 7 66996805 67239520
RCOR2 11 63911221 63916844
SAMD9L 7 93130054 93148393
UGT2B11 4 69199655 69216768
RNF150 4 140859807 141212869
CYP20A1 2 203238441 203305840
ELMOD1 11 107591091 107666779
HIST1H2AJ 6 27814302 27814740
GIMAP6 7 150625375 150632648
ZBTB42 14 104800596 104804712
CEACAM4 19 41616986 41627084
ZBTB8OS 1 32620820 32651013
BOD1L1 4 13568738 13627705
SSBP4 19 18418661 18434562
ZDHHC15 X 75368427 75523626
KLHDC1 14 49693105 49753152
CBWD1 9 121038 179075
GEMIN8 X 14002124 14029916
ZNF184 6 27450742 27473118
EPB41L4A 5 112142319 112419490
KRT33A 17 41345705 41350812
PRAC1 17 48721719 48722520
RTBDN 19 12825477 12838267
SP5 2 170714738 170717988
ZBTB46 20 63743668 63832344
PHTF2 7 77798792 77957504
PAPOLB 7 4857738 4861994
NMRK1 9 75060577 75088319
CYP39A1 6 46549580 46652847
LHFP 13 39342892 39603219
AKR7A3 1 19274325 19289346
FAM102A 9 127940582 127981027
REEP4 8 22138020 22141935
FIGNL1 7 50444129 50450390
MRPL51 12 6492150 6493305
HES4 1 998962 1001285
PBOV1 6 138215986 138218490
LHFPL1 X 112625637 112680178
NAXD 13 110615460 110639996
PRICKLE4 6 41780762 41787372
TMEM199 17 28357581 28363683
JMJD7 15 41828085 41837587
OTOGL 12 80130502 80379090
TTC23L 5 34839164 34899650
ZSCAN31 6 28312837 28354506
FAM9B X 9024232 9197249
SLC2A14 12 7812512 7891196
FAM21A 10 50067888 50133509
SLC9B1 4 102885048 103019739
UBE2D4 7 43926436 43956136
RMDN1 8 86467398 86514338
COMMD9 11 36272292 36289449
GPR37L1 1 202118705 202131425
LUZP2 11 24496488 25082640
TCTEX1D4 1 44805908 44807442
ZNF443 19 12429706 12457521
CPPED1 16 12659799 12803887
MARCH4 2 216257862 216372027
HPCAL4 1 39678648 39691710
CACNG8 19 53963036 53990215
ORMDL2 12 55818022 55821175
FTHL17 X 31071241 31072053
ETFBKMT 12 31647160 31669086
C21orf91 21 17788967 17819386
KRT40 17 40977716 40987139
STRIP2 7 129434433 129488399
CNRIP1 2 68284171 68320051
MALRD1 10 19046931 19734478
ARRDC1 9 137605640 137615360
NXPH3 17 49575936 49583810
ARPIN 15 89896532 89912990
ADIRF 10 86968431 86970909
FBXL21 5 135930317 135941678
GGN 19 38384349 38388583
FRA10AC1 10 93667883 93702572
ITFG1 16 47154387 47461274
RASL11B 4 52862328 52866835
UEVLD 11 18529609 18588938
NAA35 9 85941142 86025462
TMEM115 3 50354749 50359508
SAMD8 10 75099592 75182123
ASB13 10 5638857 5666595
ZNF410 14 73886615 73932288
MPC1 6 166364919 166383013
SUCO 1 172532349 172611833
PROSC 8 37762583 37779768
NOMO3 16 16232532 16294811
COMMD6 13 75525214 75549439
ACOT9 X 23703660 23743290
GPR179 17 38325610 38343810
PABPC5 X 91434598 91438584
TRPT1 11 64223799 64226254
UGT2A3 4 68928459 68951798
COQ3 6 99369401 99394218
DCHS1 11 6621324 6655849
GBX1 7 151146738 151167548
KIAA1328 18 36829109 37247316
LHFPL2 5 78485215 78648895
ARFGEF3 6 138161916 138344663
FAM13B 5 137937949 138051961
PCDHA9 5 140847772 141012344
KIF4B 5 155013700 155018125
KRT38 17 41436369 41441344
CCDC120 X 49053432 49069858
ZFP64 20 52084011 52191985
DENND5A 11 9138825 9265335
SPATA9 5 95652181 95683010
KATNAL2 18 46917602 47102243
LY6G6D 6 31715356 31717804
PCDHA2 5 140794859 141012344
FOXR2 X 55623400 55626188
PHF21B 22 44868432 45009928
MARCH10 17 62701314 62808381
NAT14 19 55485190 55487568
ANKRD49 11 94493987 94499578
ARSI 5 150296346 150302962
LRRC8B 1 89524144 89601539
RESP18 2 219327409 219336785
CA13 8 85245487 85284073
ATG16L2 11 72814406 72842705
KXD1 19 18557762 18569387
HERC6 4 88378535 88443097
TEX15 8 30831423 30913015
TIMM22 17 997117 1002167
ZNF317 19 9140380 9163415
UBTD1 10 97498882 97571210
LMOD2 7 123655807 123664093
EDDM3A 14 20745940 20748380
ZNF608 5 124636913 124748824
TMEM205 19 11342776 11346414
FAM58A X 153587925 153599177
FAM213A 10 80407829 80432997
C11orf49 11 46936528 47164381
RANBP17 5 170861882 171300450
ZXDA X 57905430 57910633
SLC9C1 3 112140898 112362986
FBXL13 7 102700062 103074841
ARHGAP42 11 100687676 100990925
FAM173B 5 10225507 10250036
MRPL54 19 3762667 3767565
GTPBP10 7 90346665 90391455
ZBED5 11 10852704 10858073
EPB41L5 2 120013028 120179121
NAT8B 2 73700509 73701340
MTMR7 8 17296797 17413531
NOL12 22 37686337 37693478
UNC79 14 93333219 93707878
PRDM11 11 45094013 45235124
ZNF75D X 135248589 135344618
CENPL 1 173799550 173824639
LZIC 1 9922110 9943402
TAF1D 11 93735929 93741537
GUCA1C 3 108907644 108955188
SLC25A47 14 100323342 100330378
ZNF512 2 27582969 27623215
RBPMS2 15 64739894 64775571
UNC50 2 98608579 98618515
RHBDL1 16 675666 678271
DNAJC4 11 64230234 64234281
USP17L5 4 9339403 9340995
TPRKB 2 73729830 73740104
NCKAP5L 12 49791139 49828750
ARHGAP27 17 45393902 45432916
DHFRL1 3 94057922 94063389
BHLHE23 20 63005979 63007035
RGP1 9 35749280 35753267
EID2 19 39538806 39540198
FUNDC2 X 155026789 155056916
TMEM14A 6 52671086 52686588
FBXW10 17 18740223 18779349
DNAJB13 11 73950319 73970287
LYPD5 19 43795927 43827199
MED12L 3 151085665 151436678
CEP78 9 78236062 78271883
BORCS6 17 8188333 8190246
GTPBP2 6 43620481 43629246
SOGA1 20 36777442 36863684
HHATL 3 42692663 42702848
KANSL3 2 96593155 96638379
CDRT1 17 15565482 15619704
LY6H 8 143157914 143160636
PPP1R26 9 135479699 135488894
SSX4B X 48402082 48411910
ZNF683 1 26361632 26374533
LRCH2 X 115110616 115234075
PALD1 10 70458545 70568450
DPCD 10 101588332 101609653
CABP7 22 29720090 29731833
TEKT4 2 94867767 94876829
DNAJC5B 8 66015042 66100520
SYT15 10 46578434 46595194
FBXL15 10 102419061 102423138
CACNG5 17 66835117 66887296
PKD2L2 5 137889211 137942747
TECTB 10 112283345 112305035
PRDM7 16 90056566 90077339
STAC3 12 57243453 57251193
FKBP9 7 32957404 33006931
GPR31 6 167156872 167157831
KRT27 17 40776808 40782534
H3F3C 12 31791185 31792241
ARRDC4 15 97960703 97973838
ALS2CL 3 46668995 46693704
ARL6IP6 2 152717893 152761253
FAM3D 3 58633943 58666844
ACBD6 1 180287385 180502967
AKIRIN1 1 38991244 39006065
TMEM109 11 60913899 60923443
FAR2 12 29149003 29335616
SUSD4 1 223220819 223364202
NCCRP1 19 39196964 39201882
TRIL 7 28953358 28958413
DSCR4 21 38006553 38121360
HUS1B 6 655939 656964
HIST2H3D 1 149813225 149813681
LYG2 2 99198503 99256732
PCDHB11 5 141199775 141203045
MRPL16 11 59806135 59810872
TRUB2 9 128309117 128322418
THUMPD1 16 20733664 20741964
ABHD3 18 21650897 21704805
GKAP1 9 83739421 83817837
CDC42SE2 5 131264009 131394690
DPY19L3 19 32405749 32485893
ENPP4 6 46129964 46146699
GPRASP2 X 102712176 102717733
HEPACAM2 7 93188586 93232297
ZNF569 19 37410876 37469064
BORCS5 12 12357079 12469410
ADAT3 19 1905372 1913447
ZNF503 10 75279726 75401894
IFT22 7 101313367 101321823
LRRN3 7 111091006 111125454
CCDC93 2 117915478 118014163
ACSF2 17 50426158 50474845
NDUFC1 4 139289917 139302551
IGDCC4 15 65381480 65423072
CNOT11 2 101252883 101270316
ATXN7L1 7 105604774 105877232
USP17L3 8 7976393 7977985
USP17L4 8 7337115 7338707
ANAPC15 11 72109587 72112776
CCDC110 4 185445182 185471759
WDR75 2 189441433 189475562
SCRT1 8 144330565 144336281
AGBL5 2 27051423 27070622
MESDC1 15 81000954 81004004
PCDHB14 5 141222326 141226288
RBPJL 20 45306824 45319677
GALNT5 2 157257828 157311401
SPIRE2 16 89817477 89871319
POTEJ 2 130611413 130658448
GSTA5 6 52831742 52846095
TAS2R60 7 143443453 143444409
VAX2 2 70900590 70933446
VSIG1 X 108018906 108079184
CSRP2BP 20 18142224 18188387
THAP9 4 82900684 82920283
DNLZ 9 136361900 136363811
GPRIN2 10 46543963 46556947
FAM19A2 12 61708248 62260064
FAM84A 2 14632686 14640046
ZFAND2A 7 1152907 1160219
TPPP3 16 67389807 67393535
SLFN14 17 35545734 35560836
KIAA0141 5 141923785 141951465
DIRC1 2 188733738 188839420
TMSB4Y Y 13703567 13706024
RNF152 18 61808067 61894432
RDH13 19 55041319 55069774
MARCH9 12 57753622 57760410
KIF9 3 47228026 47282847
TAAR2 6 132599627 132624358
PRCD 17 76527586 76553580
NUDT14 14 105172937 105181323
TMEM132E 17 34580749 34639319
ABHD14B 3 51968510 51974630
CAMKV 3 49857981 49869955
FAM46C 1 117605982 117628389
ZSCAN22 19 58327019 58342349
IDI2 10 1018907 1025859
HARBI1 11 46603306 46617894
SLC7A14 3 170459554 170586074
